Accident_ID,Location,Severity,Weather_Condition,Number_of_Casualties,date_time,traffic_volume,weather_description,temp(K),rain_intensity_level,day_of_week,hour_of_day,State
469,Connaught Place,Minor,Rain,21,16-01-2023 08:00,2301,drizzle rain,299.5,2,Monday,8,Delhi
470,Salt Lake City,Minor,Fog,21,16-01-2023 09:00,3391,light rain,298.2,1,Monday,9,West Bengal
471,Gariahat,Severe,Fog,3,16-01-2023 10:00,1896,thunderstorm with rain,290.5,4,Monday,10,West Bengal
472,Hinjewadi,Moderate,Rain,5,16-01-2023 11:00,827,thunderstorm with rain,300.4,4,Monday,11,Maharashtra
473,Banjara Hills,Severe,Rain,6,16-01-2023 12:00,786,heavy rain,277.2,3,Monday,12,Telangana
474,Jubilee Hills,Minor,Fog,2,16-01-2023 13:00,1848,thunderstorm with rain,273.9,4,Monday,13,Telangana
475,Anna Nagar,Moderate,Rain,7,16-01-2023 14:00,1643,thunderstorm with rain,279.4,4,Monday,14,Tamil Nadu
476,T. Nagar,Minor,Clear,9,16-01-2023 15:00,1645,light rain,272,1,Monday,15,Tamil Nadu
477,Civil Lines,Moderate,Rain,8,16-01-2023 16:00,303,thunderstorm with rain,288.6,4,Monday,16,Rajasthan
478,Kalyani Nagar,Severe,Rain,8,16-01-2023 17:00,453,drizzle rain,302.8,2,Monday,17,Maharashtra
479,Vasant Kunj,Minor,Rain,9,16-01-2023 18:00,3498,light rain,271.4,1,Monday,18,Delhi
480,Alwarpet,Minor,Rain,21,16-01-2023 19:00,3383,light rain,274.3,1,Monday,19,Tamil Nadu
481,Koramangala,Minor,Rain,11,16-01-2023 20:00,2757,heavy rain,285.8,3,Monday,20,Karnataka
482,Bandra,Severe,Fog,10,16-01-2023 21:00,1696,thunderstorm with rain,302.7,4,Monday,21,Maharashtra
483,Indiranagar,Moderate,Fog,10,16-01-2023 22:00,298,heavy rain,281.1,3,Monday,22,Karnataka
484,Connaught Place,Severe,Rain,10,16-01-2023 23:00,2400,drizzle rain,287.8,2,Monday,23,Delhi
485,Salt Lake City,Minor,Rain,21,17-01-2023 00:00,2084,light rain,271.5,1,Tuesday,0,West Bengal
486,Gariahat,Moderate,Fog,21,17-01-2023 01:00,3161,light rain,275.2,1,Tuesday,1,West Bengal
487,Hinjewadi,Minor,Rain,3,17-01-2023 02:00,2119,light rain,304.5,1,Tuesday,2,Maharashtra
488,Banjara Hills,Moderate,Clear,5,17-01-2023 03:00,1077,drizzle rain,303.8,2,Tuesday,3,Telangana
489,Jubilee Hills,Severe,Rain,6,17-01-2023 04:00,537,drizzle rain,270.2,2,Tuesday,4,Telangana
490,Anna Nagar,Minor,Rain,21,17-01-2023 05:00,3977,heavy rain,303.3,3,Tuesday,5,Tamil Nadu
491,T. Nagar,Minor,Rain,21,17-01-2023 06:00,3069,heavy rain,292.4,3,Tuesday,6,Tamil Nadu
492,Civil Lines,Minor,Rain,3,17-01-2023 07:00,3434,heavy rain,300.4,3,Tuesday,7,Rajasthan
493,Kalyani Nagar,Severe,Rain,5,17-01-2023 08:00,3991,thunderstorm with rain,285.9,4,Tuesday,8,Maharashtra
494,Vasant Kunj,Moderate,Fog,6,17-01-2023 09:00,1156,light rain,288,1,Tuesday,9,Delhi
495,Alwarpet,Severe,Fog,2,17-01-2023 10:00,1904,light rain,287.1,1,Tuesday,10,Tamil Nadu
496,Koramangala,Minor,Rain,7,17-01-2023 11:00,360,heavy rain,293.3,3,Tuesday,11,Karnataka
497,Bandra,Moderate,Rain,9,17-01-2023 12:00,1803,light rain,274.9,1,Tuesday,12,Maharashtra
498,Indiranagar,Minor,Fog,8,17-01-2023 13:00,3048,heavy rain,271,3,Tuesday,13,Karnataka
499,Connaught Place,Moderate,Rain,8,17-01-2023 14:00,597,thunderstorm with rain,280.8,4,Tuesday,14,Delhi
500,Salt Lake City,Severe,Clear,9,17-01-2023 15:00,1500,thunderstorm with rain,294.7,4,Tuesday,15,West Bengal
501,Gariahat,Minor,Rain,21,17-01-2023 16:00,1015,drizzle rain,277.1,2,Tuesday,16,West Bengal
502,Hinjewadi,Minor,Rain,11,17-01-2023 17:00,1727,thunderstorm with rain,293.6,4,Tuesday,17,Maharashtra
503,Banjara Hills,Minor,Rain,10,17-01-2023 18:00,2119,heavy rain,303.9,3,Tuesday,18,Telangana
504,Jubilee Hills,Severe,Rain,10,17-01-2023 19:00,1615,thunderstorm with rain,273.3,4,Tuesday,19,Telangana
505,Anna Nagar,Moderate,Rain,10,17-01-2023 20:00,1358,drizzle rain,293.5,2,Tuesday,20,Tamil Nadu
506,T. Nagar,Severe,Fog,21,17-01-2023 21:00,1418,light rain,285.5,1,Tuesday,21,Tamil Nadu
507,Civil Lines,Minor,Fog,21,17-01-2023 22:00,600,heavy rain,300.4,3,Tuesday,22,Rajasthan
508,Kalyani Nagar,Moderate,Rain,3,17-01-2023 23:00,839,light rain,276.2,1,Tuesday,23,Maharashtra
509,Vasant Kunj,Minor,Rain,5,18-01-2023 00:00,3304,drizzle rain,294.2,2,Wednesday,0,Delhi
510,Alwarpet,Moderate,Fog,6,18-01-2023 01:00,2935,drizzle rain,299.3,2,Wednesday,1,Tamil Nadu
511,Koramangala,Severe,Rain,2,18-01-2023 02:00,659,drizzle rain,303.1,2,Wednesday,2,Karnataka
512,Bandra,Minor,Clear,21,18-01-2023 03:00,1154,light rain,293.9,1,Wednesday,3,Maharashtra
513,Indiranagar,Minor,Rain,21,18-01-2023 04:00,669,light rain,287.4,1,Wednesday,4,Karnataka
514,Connaught Place,Minor,Rain,3,18-01-2023 05:00,3646,light rain,291.6,1,Wednesday,5,Delhi
515,Salt Lake City,Severe,Rain,5,18-01-2023 06:00,1245,light rain,300.4,1,Wednesday,6,West Bengal
516,Gariahat,Moderate,Rain,6,18-01-2023 07:00,2997,drizzle rain,290,2,Wednesday,7,West Bengal
517,Hinjewadi,Severe,Rain,2,18-01-2023 08:00,1893,drizzle rain,271.1,2,Wednesday,8,Maharashtra
518,Banjara Hills,Minor,Fog,7,18-01-2023 09:00,2285,heavy rain,302.6,3,Wednesday,9,Telangana
519,Jubilee Hills,Moderate,Fog,9,18-01-2023 10:00,2477,heavy rain,294.1,3,Wednesday,10,Telangana
520,Anna Nagar,Minor,Rain,8,18-01-2023 11:00,3636,light rain,293.7,1,Wednesday,11,Tamil Nadu
521,T. Nagar,Moderate,Rain,8,18-01-2023 12:00,762,thunderstorm with rain,277.5,4,Wednesday,12,Tamil Nadu
522,Civil Lines,Severe,Fog,9,18-01-2023 13:00,2685,thunderstorm with rain,293.1,4,Wednesday,13,Rajasthan
523,Kalyani Nagar,Minor,Rain,21,18-01-2023 14:00,1999,drizzle rain,283.8,2,Wednesday,14,Maharashtra
524,Vasant Kunj,Minor,Clear,11,18-01-2023 15:00,3554,drizzle rain,292.8,2,Wednesday,15,Delhi
525,Alwarpet,Minor,Rain,10,18-01-2023 16:00,2274,drizzle rain,273.7,2,Wednesday,16,Tamil Nadu
526,Koramangala,Severe,Rain,10,18-01-2023 17:00,425,heavy rain,293,3,Wednesday,17,Karnataka
527,Bandra,Moderate,Rain,10,18-01-2023 18:00,3548,heavy rain,305,3,Wednesday,18,Maharashtra
528,Indiranagar,Severe,Rain,21,18-01-2023 19:00,997,drizzle rain,271.7,2,Wednesday,19,Karnataka
529,Connaught Place,Minor,Rain,21,18-01-2023 20:00,3880,drizzle rain,304.2,2,Wednesday,20,Delhi
530,Salt Lake City,Moderate,Fog,3,18-01-2023 21:00,2531,drizzle rain,284.2,2,Wednesday,21,West Bengal
531,Gariahat,Minor,Fog,5,18-01-2023 22:00,3126,thunderstorm with rain,300.5,4,Wednesday,22,West Bengal
532,Hinjewadi,Moderate,Rain,6,18-01-2023 23:00,1159,heavy rain,297.4,3,Wednesday,23,Maharashtra
533,Banjara Hills,Severe,Rain,21,19-01-2023 00:00,1704,thunderstorm with rain,289.8,4,Thursday,0,Telangana
534,Jubilee Hills,Minor,Fog,21,19-01-2023 01:00,652,thunderstorm with rain,295.8,4,Thursday,1,Telangana
535,Anna Nagar,Minor,Rain,3,19-01-2023 02:00,3267,drizzle rain,300.7,2,Thursday,2,Tamil Nadu
536,T. Nagar,Minor,Clear,5,19-01-2023 03:00,1015,drizzle rain,284.1,2,Thursday,3,Tamil Nadu
537,Civil Lines,Severe,Rain,6,19-01-2023 04:00,858,light rain,281.4,1,Thursday,4,Rajasthan
538,Kalyani Nagar,Moderate,Rain,2,19-01-2023 05:00,3787,light rain,293.4,1,Thursday,5,Maharashtra
539,Vasant Kunj,Severe,Rain,7,19-01-2023 06:00,746,thunderstorm with rain,298.3,4,Thursday,6,Delhi
540,Alwarpet,Minor,Rain,9,19-01-2023 07:00,1415,heavy rain,296.7,3,Thursday,7,Tamil Nadu
541,Koramangala,Moderate,Rain,8,19-01-2023 08:00,3320,drizzle rain,297.9,2,Thursday,8,Karnataka
542,Bandra,Minor,Fog,8,19-01-2023 09:00,3783,drizzle rain,285.2,2,Thursday,9,Maharashtra
543,Indiranagar,Moderate,Fog,9,19-01-2023 10:00,216,thunderstorm with rain,298.6,4,Thursday,10,Karnataka
544,Connaught Place,Severe,Rain,21,19-01-2023 11:00,3443,light rain,274.2,1,Thursday,11,Delhi
545,Salt Lake City,Minor,Rain,11,19-01-2023 12:00,1443,heavy rain,289.1,3,Thursday,12,West Bengal
546,Gariahat,Minor,Fog,10,19-01-2023 13:00,2405,light rain,270.2,1,Thursday,13,West Bengal
547,Hinjewadi,Minor,Rain,10,19-01-2023 14:00,2724,light rain,281.4,1,Thursday,14,Maharashtra
548,Banjara Hills,Severe,Clear,10,19-01-2023 15:00,1269,light rain,282.8,1,Thursday,15,Telangana
549,Jubilee Hills,Moderate,Rain,21,19-01-2023 16:00,3644,light rain,283.9,1,Thursday,16,Telangana
550,Anna Nagar,Severe,Rain,21,19-01-2023 17:00,2765,drizzle rain,294.3,2,Thursday,17,Tamil Nadu
551,T. Nagar,Minor,Rain,3,19-01-2023 18:00,2346,drizzle rain,283.6,2,Thursday,18,Tamil Nadu
552,Civil Lines,Moderate,Rain,5,19-01-2023 19:00,1968,light rain,285.7,1,Thursday,19,Rajasthan
553,Kalyani Nagar,Minor,Rain,6,19-01-2023 20:00,1260,heavy rain,278.3,3,Thursday,20,Maharashtra
554,Vasant Kunj,Moderate,Fog,2,19-01-2023 21:00,2527,thunderstorm with rain,283.1,4,Thursday,21,Delhi
555,Alwarpet,Severe,Fog,21,19-01-2023 22:00,3620,heavy rain,278,3,Thursday,22,Tamil Nadu
556,Koramangala,Minor,Rain,21,19-01-2023 23:00,2744,heavy rain,272.6,3,Thursday,23,Karnataka
557,Bandra,Minor,Rain,3,20-01-2023 00:00,501,heavy rain,291.1,3,Friday,0,Maharashtra
558,Indiranagar,Minor,Fog,5,20-01-2023 01:00,380,light rain,293.4,1,Friday,1,Karnataka
559,Connaught Place,Severe,Rain,6,20-01-2023 02:00,806,drizzle rain,291.7,2,Friday,2,Delhi
560,Salt Lake City,Moderate,Clear,2,20-01-2023 03:00,3370,heavy rain,286.2,3,Friday,3,West Bengal
561,Gariahat,Severe,Rain,7,20-01-2023 04:00,899,light rain,283.3,1,Friday,4,West Bengal
562,Hinjewadi,Minor,Rain,9,20-01-2023 05:00,1192,heavy rain,300.2,3,Friday,5,Maharashtra
563,Banjara Hills,Moderate,Rain,8,20-01-2023 06:00,1339,heavy rain,288.2,3,Friday,6,Telangana
564,Jubilee Hills,Minor,Rain,8,20-01-2023 07:00,390,light rain,286.8,1,Friday,7,Telangana
565,Anna Nagar,Moderate,Rain,9,20-01-2023 08:00,2500,drizzle rain,270.9,2,Friday,8,Tamil Nadu
566,T. Nagar,Severe,Fog,21,20-01-2023 09:00,1180,drizzle rain,281.9,2,Friday,9,Tamil Nadu
567,Civil Lines,Minor,Fog,11,20-01-2023 10:00,3175,thunderstorm with rain,283.3,4,Friday,10,Rajasthan
568,Kalyani Nagar,Minor,Rain,10,20-01-2023 11:00,2206,light rain,284,1,Friday,11,Maharashtra
569,Vasant Kunj,Minor,Rain,10,20-01-2023 12:00,1384,thunderstorm with rain,290.3,4,Friday,12,Delhi
570,Alwarpet,Severe,Fog,10,20-01-2023 13:00,3527,thunderstorm with rain,288.7,4,Friday,13,Tamil Nadu
571,Koramangala,Moderate,Rain,21,20-01-2023 14:00,3594,thunderstorm with rain,291.3,4,Friday,14,Karnataka
572,Bandra,Severe,Clear,21,20-01-2023 15:00,327,drizzle rain,296.8,2,Friday,15,Maharashtra
573,Indiranagar,Minor,Rain,3,20-01-2023 16:00,2265,light rain,298.5,1,Friday,16,Karnataka
574,Connaught Place,Moderate,Rain,5,20-01-2023 17:00,2016,thunderstorm with rain,295.1,4,Friday,17,Delhi
575,Salt Lake City,Minor,Rain,6,20-01-2023 18:00,1958,light rain,303.4,1,Friday,18,West Bengal
576,Gariahat,Moderate,Rain,21,20-01-2023 19:00,2813,light rain,270.6,1,Friday,19,West Bengal
577,Hinjewadi,Severe,Rain,21,20-01-2023 20:00,769,drizzle rain,276.9,2,Friday,20,Maharashtra
578,Banjara Hills,Minor,Fog,3,20-01-2023 21:00,1546,thunderstorm with rain,270.3,4,Friday,21,Telangana
579,Jubilee Hills,Minor,Fog,5,20-01-2023 22:00,2095,thunderstorm with rain,292.7,4,Friday,22,Telangana
580,Anna Nagar,Minor,Rain,6,20-01-2023 23:00,2933,light rain,301.4,1,Friday,23,Tamil Nadu
581,T. Nagar,Severe,Rain,2,21-01-2023 00:00,825,heavy rain,278.5,3,Saturday,0,Tamil Nadu
582,Civil Lines,Moderate,Fog,7,21-01-2023 01:00,3559,drizzle rain,302.4,2,Saturday,1,Rajasthan
583,Kalyani Nagar,Severe,Rain,9,21-01-2023 02:00,3101,drizzle rain,272.1,2,Saturday,2,Maharashtra
584,Vasant Kunj,Minor,Clear,8,21-01-2023 03:00,1886,drizzle rain,302.7,2,Saturday,3,Delhi
585,Alwarpet,Moderate,Rain,8,21-01-2023 04:00,3209,drizzle rain,282.3,2,Saturday,4,Tamil Nadu
586,Koramangala,Minor,Rain,9,21-01-2023 05:00,3910,thunderstorm with rain,273.5,4,Saturday,5,Karnataka
587,Bandra,Moderate,Rain,21,21-01-2023 06:00,354,thunderstorm with rain,287,4,Saturday,6,Maharashtra
588,Indiranagar,Severe,Rain,11,21-01-2023 07:00,2737,heavy rain,279,3,Saturday,7,Karnataka
589,Connaught Place,Minor,Rain,10,21-01-2023 08:00,1609,drizzle rain,280,2,Saturday,8,Delhi
590,Salt Lake City,Minor,Fog,10,21-01-2023 09:00,984,drizzle rain,280.8,2,Saturday,9,West Bengal
591,Gariahat,Minor,Fog,10,21-01-2023 10:00,3375,light rain,298.1,1,Saturday,10,West Bengal
592,Hinjewadi,Severe,Rain,21,21-01-2023 11:00,3664,thunderstorm with rain,288.9,4,Saturday,11,Maharashtra
593,Banjara Hills,Moderate,Rain,21,21-01-2023 12:00,445,drizzle rain,280.9,2,Saturday,12,Telangana
594,Jubilee Hills,Severe,Fog,3,21-01-2023 13:00,3447,heavy rain,291.4,3,Saturday,13,Telangana
595,Anna Nagar,Minor,Rain,5,21-01-2023 14:00,3310,heavy rain,295.1,3,Saturday,14,Tamil Nadu
596,T. Nagar,Moderate,Clear,6,21-01-2023 15:00,1700,thunderstorm with rain,279.5,4,Saturday,15,Tamil Nadu
597,Civil Lines,Minor,Rain,21,21-01-2023 16:00,1905,heavy rain,284.5,3,Saturday,16,Rajasthan
598,Kalyani Nagar,Moderate,Rain,21,21-01-2023 17:00,3006,heavy rain,274.3,3,Saturday,17,Maharashtra
599,Vasant Kunj,Severe,Rain,3,21-01-2023 18:00,737,thunderstorm with rain,276.3,4,Saturday,18,Delhi
600,Alwarpet,Minor,Rain,5,21-01-2023 19:00,2090,drizzle rain,293.8,2,Saturday,19,Tamil Nadu
601,Koramangala,Minor,Rain,6,21-01-2023 20:00,2041,drizzle rain,276.4,2,Saturday,20,Karnataka
602,Bandra,Minor,Fog,2,21-01-2023 21:00,1120,heavy rain,288.4,3,Saturday,21,Maharashtra
603,Indiranagar,Severe,Fog,7,21-01-2023 22:00,2655,heavy rain,294.8,3,Saturday,22,Karnataka
604,Connaught Place,Moderate,Rain,9,21-01-2023 23:00,724,drizzle rain,273.7,2,Saturday,23,Delhi
605,Salt Lake City,Severe,Rain,8,22-01-2023 00:00,3075,thunderstorm with rain,289.9,4,Sunday,0,West Bengal
606,Gariahat,Minor,Fog,8,22-01-2023 01:00,1729,heavy rain,279,3,Sunday,1,West Bengal
607,Hinjewadi,Moderate,Rain,9,22-01-2023 02:00,3150,light rain,303.7,1,Sunday,2,Maharashtra
608,Banjara Hills,Minor,Clear,21,22-01-2023 03:00,235,thunderstorm with rain,286.9,4,Sunday,3,Telangana
609,Jubilee Hills,Moderate,Rain,11,22-01-2023 04:00,884,heavy rain,298.2,3,Sunday,4,Telangana
610,Anna Nagar,Severe,Rain,10,22-01-2023 05:00,219,heavy rain,289.3,3,Sunday,5,Tamil Nadu
611,T. Nagar,Minor,Rain,10,22-01-2023 06:00,2568,light rain,271.5,1,Sunday,6,Tamil Nadu
612,Civil Lines,Minor,Rain,10,22-01-2023 07:00,2759,light rain,292.2,1,Sunday,7,Rajasthan
613,Kalyani Nagar,Minor,Rain,21,22-01-2023 08:00,599,drizzle rain,303.3,2,Sunday,8,Maharashtra
614,Vasant Kunj,Severe,Fog,21,22-01-2023 09:00,2901,thunderstorm with rain,291.1,4,Sunday,9,Delhi
615,Alwarpet,Moderate,Fog,3,22-01-2023 10:00,1171,thunderstorm with rain,298.7,4,Sunday,10,Tamil Nadu
616,Koramangala,Severe,Rain,5,22-01-2023 11:00,2106,drizzle rain,300.9,2,Sunday,11,Karnataka
617,Bandra,Minor,Rain,6,22-01-2023 12:00,2718,thunderstorm with rain,278,4,Sunday,12,Maharashtra
618,Indiranagar,Moderate,Fog,2,22-01-2023 13:00,1366,thunderstorm with rain,277.4,4,Sunday,13,Karnataka
619,Connaught Place,Minor,Rain,21,22-01-2023 14:00,1315,thunderstorm with rain,291.4,4,Sunday,14,Delhi
620,Salt Lake City,Moderate,Clear,21,22-01-2023 15:00,3625,thunderstorm with rain,284.4,4,Sunday,15,West Bengal
621,Gariahat,Severe,Rain,3,22-01-2023 16:00,1033,thunderstorm with rain,299.4,4,Sunday,16,West Bengal
622,Hinjewadi,Minor,Rain,5,22-01-2023 17:00,2023,light rain,301.5,1,Sunday,17,Maharashtra
623,Banjara Hills,Minor,Rain,6,22-01-2023 18:00,2974,thunderstorm with rain,282.4,4,Sunday,18,Telangana
624,Jubilee Hills,Minor,Rain,2,22-01-2023 19:00,2182,light rain,278.3,1,Sunday,19,Telangana
625,Anna Nagar,Severe,Rain,7,22-01-2023 20:00,1053,thunderstorm with rain,297.3,4,Sunday,20,Tamil Nadu
626,T. Nagar,Moderate,Fog,9,22-01-2023 21:00,250,drizzle rain,279.6,2,Sunday,21,Tamil Nadu
627,Civil Lines,Severe,Fog,8,22-01-2023 22:00,3936,heavy rain,298.8,3,Sunday,22,Rajasthan
628,Kalyani Nagar,Minor,Rain,8,22-01-2023 23:00,3969,light rain,284.8,1,Sunday,23,Maharashtra
629,Vasant Kunj,Moderate,Rain,9,23-01-2023 00:00,774,thunderstorm with rain,293.4,4,Monday,0,Delhi
630,Alwarpet,Minor,Fog,21,23-01-2023 01:00,3461,drizzle rain,273.3,2,Monday,1,Tamil Nadu
631,Koramangala,Moderate,Rain,11,23-01-2023 02:00,1348,heavy rain,291.8,3,Monday,2,Karnataka
632,Bandra,Severe,Clear,10,23-01-2023 03:00,2397,light rain,285.8,1,Monday,3,Maharashtra
633,Indiranagar,Minor,Rain,10,23-01-2023 04:00,2561,heavy rain,290.5,3,Monday,4,Karnataka
634,Connaught Place,Minor,Rain,10,23-01-2023 05:00,2817,drizzle rain,275.9,2,Monday,5,Delhi
635,Salt Lake City,Minor,Rain,21,23-01-2023 06:00,3613,light rain,295.8,1,Monday,6,West Bengal
636,Gariahat,Severe,Rain,21,23-01-2023 07:00,2552,heavy rain,300.2,3,Monday,7,West Bengal
637,Hinjewadi,Moderate,Rain,3,23-01-2023 08:00,1915,thunderstorm with rain,277.6,4,Monday,8,Maharashtra
638,Banjara Hills,Severe,Fog,5,23-01-2023 09:00,881,light rain,273.4,1,Monday,9,Telangana
639,Jubilee Hills,Minor,Fog,6,23-01-2023 10:00,1037,heavy rain,270.8,3,Monday,10,Telangana
640,Anna Nagar,Moderate,Rain,2,23-01-2023 11:00,1277,drizzle rain,292.5,2,Monday,11,Tamil Nadu
641,T. Nagar,Minor,Rain,21,23-01-2023 12:00,3250,drizzle rain,291.2,2,Monday,12,Tamil Nadu
642,Civil Lines,Moderate,Fog,21,23-01-2023 13:00,2691,light rain,289.1,1,Monday,13,Rajasthan
643,Kalyani Nagar,Severe,Rain,3,23-01-2023 14:00,2860,heavy rain,278.1,3,Monday,14,Maharashtra
644,Vasant Kunj,Minor,Clear,5,23-01-2023 15:00,3240,light rain,283.7,1,Monday,15,Delhi
645,Alwarpet,Minor,Rain,6,23-01-2023 16:00,2511,light rain,290.8,1,Monday,16,Tamil Nadu
646,Koramangala,Minor,Rain,2,23-01-2023 17:00,3324,heavy rain,287.4,3,Monday,17,Karnataka
647,Bandra,Severe,Rain,7,23-01-2023 18:00,1795,heavy rain,304.6,3,Monday,18,Maharashtra
648,Indiranagar,Moderate,Rain,9,23-01-2023 19:00,3251,thunderstorm with rain,274.8,4,Monday,19,Karnataka
649,Connaught Place,Severe,Rain,8,23-01-2023 20:00,3891,heavy rain,294.3,3,Monday,20,Delhi
650,Salt Lake City,Minor,Fog,8,23-01-2023 21:00,204,drizzle rain,284.2,2,Monday,21,West Bengal
651,Gariahat,Moderate,Fog,9,23-01-2023 22:00,1326,light rain,285,1,Monday,22,West Bengal
652,Hinjewadi,Minor,Rain,21,23-01-2023 23:00,1419,light rain,295.1,1,Monday,23,Maharashtra
653,Banjara Hills,Moderate,Rain,11,24-01-2023 00:00,973,drizzle rain,294.2,2,Tuesday,0,Telangana
654,Jubilee Hills,Severe,Fog,10,24-01-2023 01:00,1076,heavy rain,304.7,3,Tuesday,1,Telangana
655,Anna Nagar,Minor,Rain,10,24-01-2023 02:00,1191,drizzle rain,274.5,2,Tuesday,2,Tamil Nadu
656,T. Nagar,Minor,Clear,10,24-01-2023 03:00,3131,drizzle rain,273.6,2,Tuesday,3,Tamil Nadu
657,Civil Lines,Minor,Rain,21,24-01-2023 04:00,3621,thunderstorm with rain,295.4,4,Tuesday,4,Rajasthan
658,Kalyani Nagar,Severe,Rain,21,24-01-2023 05:00,246,drizzle rain,290.2,2,Tuesday,5,Maharashtra
659,Vasant Kunj,Moderate,Rain,3,24-01-2023 06:00,3114,light rain,279.6,1,Tuesday,6,Delhi
660,Alwarpet,Severe,Rain,5,24-01-2023 07:00,3070,drizzle rain,272.8,2,Tuesday,7,Tamil Nadu
661,Koramangala,Minor,Rain,6,24-01-2023 08:00,3183,light rain,273,1,Tuesday,8,Karnataka
662,Bandra,Moderate,Fog,21,24-01-2023 09:00,2903,light rain,301.3,1,Tuesday,9,Maharashtra
663,Indiranagar,Minor,Fog,21,24-01-2023 10:00,468,light rain,276.7,1,Tuesday,10,Karnataka
664,Connaught Place,Moderate,Rain,3,24-01-2023 11:00,569,heavy rain,281.3,3,Tuesday,11,Delhi
665,Salt Lake City,Severe,Rain,5,24-01-2023 12:00,835,thunderstorm with rain,277.9,4,Tuesday,12,West Bengal
666,Gariahat,Minor,Fog,6,24-01-2023 13:00,1329,light rain,282.4,1,Tuesday,13,West Bengal
667,Hinjewadi,Minor,Rain,2,24-01-2023 14:00,1893,light rain,272.4,1,Tuesday,14,Maharashtra
668,Banjara Hills,Minor,Clear,7,24-01-2023 15:00,1882,heavy rain,288.2,3,Tuesday,15,Telangana
669,Jubilee Hills,Severe,Rain,9,24-01-2023 16:00,856,light rain,272.4,1,Tuesday,16,Telangana
670,Anna Nagar,Moderate,Rain,8,24-01-2023 17:00,319,drizzle rain,298,2,Tuesday,17,Tamil Nadu
671,T. Nagar,Severe,Rain,8,24-01-2023 18:00,1030,drizzle rain,278.2,2,Tuesday,18,Tamil Nadu
672,Civil Lines,Minor,Rain,9,24-01-2023 19:00,2010,thunderstorm with rain,288.9,4,Tuesday,19,Rajasthan
673,Kalyani Nagar,Moderate,Rain,21,24-01-2023 20:00,3875,light rain,300.8,1,Tuesday,20,Maharashtra
674,Vasant Kunj,Minor,Fog,11,24-01-2023 21:00,1281,heavy rain,292.8,3,Tuesday,21,Delhi
675,Alwarpet,Moderate,Fog,10,24-01-2023 22:00,2174,drizzle rain,288.7,2,Tuesday,22,Tamil Nadu
676,Koramangala,Severe,Rain,10,24-01-2023 23:00,1569,heavy rain,281.4,3,Tuesday,23,Karnataka
677,Bandra,Minor,Rain,10,25-01-2023 00:00,940,heavy rain,281.7,3,Wednesday,0,Maharashtra
678,Indiranagar,Minor,Fog,21,25-01-2023 01:00,3745,drizzle rain,293.4,2,Wednesday,1,Karnataka
679,Connaught Place,Minor,Rain,21,25-01-2023 02:00,316,heavy rain,304.8,3,Wednesday,2,Delhi
680,Salt Lake City,Severe,Clear,3,25-01-2023 03:00,2053,drizzle rain,293.2,2,Wednesday,3,West Bengal
681,Gariahat,Moderate,Rain,5,25-01-2023 04:00,3038,heavy rain,289.5,3,Wednesday,4,West Bengal
682,Hinjewadi,Severe,Rain,6,25-01-2023 05:00,1350,drizzle rain,295.6,2,Wednesday,5,Maharashtra
683,Banjara Hills,Minor,Rain,21,25-01-2023 06:00,3664,light rain,286.3,1,Wednesday,6,Telangana
684,Jubilee Hills,Moderate,Rain,21,25-01-2023 07:00,2131,thunderstorm with rain,272.1,4,Wednesday,7,Telangana
685,Anna Nagar,Minor,Rain,3,25-01-2023 08:00,1212,drizzle rain,289.7,2,Wednesday,8,Tamil Nadu
686,T. Nagar,Moderate,Fog,5,25-01-2023 09:00,1864,drizzle rain,303.5,2,Wednesday,9,Tamil Nadu
687,Civil Lines,Severe,Fog,6,25-01-2023 10:00,1281,thunderstorm with rain,276.1,4,Wednesday,10,Rajasthan
688,Kalyani Nagar,Minor,Rain,2,25-01-2023 11:00,833,drizzle rain,294.2,2,Wednesday,11,Maharashtra
689,Vasant Kunj,Minor,Rain,7,25-01-2023 12:00,712,drizzle rain,277,2,Wednesday,12,Delhi
690,Alwarpet,Minor,Fog,9,25-01-2023 13:00,3049,heavy rain,288.8,3,Wednesday,13,Tamil Nadu
691,Koramangala,Severe,Rain,8,25-01-2023 14:00,1319,thunderstorm with rain,273.4,4,Wednesday,14,Karnataka
692,Bandra,Moderate,Clear,8,25-01-2023 15:00,3909,light rain,285.8,1,Wednesday,15,Maharashtra
693,Indiranagar,Severe,Rain,9,25-01-2023 16:00,1341,drizzle rain,296.5,2,Wednesday,16,Karnataka
694,Connaught Place,Minor,Rain,21,25-01-2023 17:00,759,thunderstorm with rain,282.2,4,Wednesday,17,Delhi
695,Salt Lake City,Moderate,Rain,11,25-01-2023 18:00,3872,heavy rain,293.3,3,Wednesday,18,West Bengal
696,Gariahat,Minor,Rain,10,25-01-2023 19:00,687,light rain,297.8,1,Wednesday,19,West Bengal
697,Hinjewadi,Moderate,Rain,10,25-01-2023 20:00,3508,thunderstorm with rain,302.5,4,Wednesday,20,Maharashtra
698,Banjara Hills,Severe,Fog,10,25-01-2023 21:00,1096,light rain,278.2,1,Wednesday,21,Telangana
699,Jubilee Hills,Minor,Fog,21,25-01-2023 22:00,3543,light rain,284,1,Wednesday,22,Telangana
700,Anna Nagar,Minor,Rain,21,25-01-2023 23:00,1412,light rain,275.3,1,Wednesday,23,Tamil Nadu
701,T. Nagar,Minor,Rain,3,26-01-2023 00:00,903,drizzle rain,304.7,2,Thursday,0,Tamil Nadu
